31613	A
40079	A
55445	B
12591	A
45	A
25983	A
49958	A
46311	A
16029	A
40906	A
52772	A
38332	A
58856	A
680	A
56586	A
12360	A
66904	B
59148	A
8423	B
55502	A
37520	B
30957	A
54666	A
3196	A
52993	A
23119	B
30801	A
24144	A
44842	A
34177	A
42918	A
67873	A
42821	A
58188	A
66541	B
31633	A
40115	A
13357	A
34199	A
53915	A
67905	B
5424	A
50296	B
51876	A
5942	A
1484	A
54843	A
26981	A
8140	A
37663	B
22234	B
15516	A
38466	A
26453	A
57296	A
10805	A
49671	A
68280	A
60171	A
22623	A
22441	B
40384	B
23040	A
159	A
33273	A
44066	A
6587	A
11199	A
4189	A
23346	A
39183	A
17217	A
41479	B
15225	A
22566	A
21010	A
45079	B
62500	A
2511	A
62753	B
25592	B
63328	A
3582	B
11685	B
42281	A
60104	B
8077	B
66641	A
24181	A
66544	A
499	A
35641	A
727	A
40053	B
39778	A
486	A
55322	A
5778	A
23182	A
41420	A
62404	A
62747	B
49182	A
32368	A
7713	B
747	B
4463	A
64616	A
6778	A
43348	B
30367	B
39115	A
20853	A
3511	B
42287	A
32716	A
18498	A
53159	B
28650	A
44288	A
3094	B
54557	A
20037	B
60931	A
9706	A
63815	A
27461	A
44515	A
57343	A
59939	A
24178	A
49151	A
10683	A
47588	A
64229	A
32178	A
44820	A
15846	A
16730	A
58546	A
8484	A
39478	A
40631	A
49421	A
67804	A
23794	A
53316	A
16521	A
28997	B
50634	A
9544	A
29373	A
19105	A
46269	A
3781	A
493	A
61762	B
40019	A
62835	A
61357	A
21518	A
27864	B
34001	A
39242	A
52839	A
6949	A
52967	A
4459	A
67169	A
10136	A
67577	A
29117	A
34570	A
10108	A
46377	A
48437	B
47374	A
36340	A
66292	A
17033	B
41901	A
6223	A
46630	A
58210	A
67001	A
4247	A
66898	B
14402	A
17500	A
39128	B
12460	A
55387	A
4354	A
49553	B
38929	A
14500	B
7768	A
4106	A
65864	B
8600	A
36180	A
38745	A
37163	A
11720	A
8586	A
22467	A
29302	A
61614	A
39483	A
25019	A
37485	A
40098	A
24478	A
61520	A
55743	A
40924	A
30260	A
295	A
7905	A
63584	A
50192	B
64631	B
3037	B
36156	B
36033	A
20874	A
61509	B
16225	A
10621	B
15957	A
12961	A
43099	A
40580	A
61194	A
50182	B
32722	B
58785	A
40317	A
15518	B
13093	A
30589	A
64063	A
40949	A
61079	A
63279	A
11988	A
35140	B
54263	A
38420	A
53797	A
22846	A
11233	A
51808	A
28262	A
36606	B
11141	A
62460	A
16206	A
21477	A
31890	A
54556	B
2125	A
22838	A
29808	A
6738	B
59889	B
32235	B
62659	A
49190	A
5511	A
30800	B
39441	A
55805	B
68474	A
4877	A
4144	A
19054	A
61291	A
13942	A
43779	B
14831	B
38076	A
5065	A
19615	B
6397	A
41205	A
805	A
37999	A
63730	A
51565	A
51220	A
59478	A
32728	A
41343	A
47869	A
7792	A
9656	A
8502	A
30876	A
46542	A
9949	A
3969	B
37887	A
27024	A
7590	A
39946	A
51161	A
14654	A
64597	A
32780	A
50623	B
17804	B
66178	A
25849	A
47594	B
5477	A
56982	A
7901	A
24969	A
23698	A
42815	B
6534	A
8864	A
66996	A
46879	A
11730	A
37259	A
66474	A
39236	A
18882	A
14642	A
11267	A
36112	A
23180	A
38785	A
61024	A
28278	A
18413	A
42730	A
19818	A
56769	B
1579	A
21144	A
67231	A
18678	A
57146	B
38164	A
165	A
26969	A
7714	B
11505	A
66755	A
17801	B
15617	B
25141	B
57957	B
20394	A
15512	A
21171	B
41840	B
136	B
12576	A
33871	A
24866	B
36110	A
753	A
20695	A
7350	A
43724	A
818	A
26042	A
63889	A
23313	B
39368	B
57297	B
15666	A
23566	B
48804	A
19997	A
3750	A
888	A
39321	A
11759	A
14988	B
56878	A
42466	A
57738	B
60025	A
17307	A
26552	A
34276	A
5800	A
30317	A
36621	A
21519	A
18120	A
40409	B
15347	A
4087	A
16757	B
9156	B
43999	A
6439	B
10257	A
43745	A
19984	A
28642	A
23807	A
8875	A
33431	A
46764	B
10549	A
23288	A
10247	A
2318	A
44316	B
29941	B
50288	A
51851	A
62889	A
23132	A
3765	A
19365	A
34855	A
61449	A
37626	A
39322	B
5461	B
34790	A
13234	A
67269	A
52301	A
12749	A
68636	B
22916	A
37360	A
17963	A
6718	A
24897	A
3543	A
52303	A
39659	A
35059	B
31103	A
22342	A
21550	B
20742	B
7128	B
6184	A
18024	A
48028	B
39445	A
61849	A
31836	A
56039	A
8871	A
42814	A
63705	A
59361	A
2945	A
8350	B
52033	A
6161	A
48824	A
43822	A
53321	A
38133	A
35062	B
29959	A
11237	B
60145	B
4127	A
39095	A
19625	A
3782	A
31423	A
13201	A
5545	B
5914	A
68041	A
16026	A
44	A
31807	A
68057	A
7918	B
22842	A
60375	A
58166	A
61582	B
43579	B
51606	A
64865	A
4405	A
53749	A
28745	A
10170	A
6381	A
19047	B
8306	B
9483	A
65195	A
40517	A
59141	A
32697	A
28194	A
41270	A
61394	A
36267	A
24786	A
60941	A
15460	A
6860	A
13243	A
7593	B
48674	B
46903	A
59366	B
44551	A
4869	A
53517	B
11610	B
37003	B
38163	A
57255	A
62661	A
38253	A
13842	A
50306	A
17150	A
36255	A
24714	A
32915	A
2965	A
40897	B
59922	B
49105	A
52058	B
15343	A
15696	A
37941	A
7865	A
11535	A
39600	A
50514	A
13750	A
26646	A
66446	A
41172	A
6043	B
60106	A
44325	B
48993	B
41193	A
48666	A
52038	A
54519	A
25756	A
16810	A
13586	A
41843	B
68162	B
10087	B
50684	B
44448	A
55479	A
60811	A
6589	A
26642	B
29319	A
7142	B
63504	A
38419	A
58842	A
36965	A
27347	A
26948	A
23177	A
68015	A
1347	A
65217	A
52516	A
3492	A
39807	A
44631	A
58414	B
4976	A
13024	A
49929	A
15034	A
19106	A
13700	B
62455	B
23071	A
65631	A
39203	A
14911	A
50996	A
31808	A
4674	A
37851	A
42073	A
11077	A
26919	A
30863	A
22725	A
58633	A
43230	B
10906	A
47510	A
31950	A
66761	A
21009	B
63242	A
42043	A
63516	A
49304	B
8301	A
45541	A
47518	A
32916	B
48095	A
53328	A
23116	A
47949	A
18342	A
6449	A
23064	A
67275	A
24603	B
29000	B
24963	A
40297	A
6436	A
68744	A
7423	A
24626	A
61745	A
32545	A
10233	A
38124	A
62790	A
42782	A
60221	A
13550	A
1653	B
32928	A
17109	A
4726	A
22157	A
22301	A
41410	A
17601	A
56805	A
12715	A
20625	A
68472	A
1631	A
233	B
1846	A
8079	A
18867	A
8671	A
64826	A
63332	A
773	A
62743	A
15439	A
27076	A
8705	A
3125	A
23961	A
53910	A
41486	A
45205	A
3481	A
55857	A
11106	B
2689	B
30378	B
64507	A
41419	A
33263	A
34503	A
25949	A
15006	A
45234	B
11683	A
6142	A
52204	A
58316	A
27930	A
2432	A
30545	A
11536	A
58508	A
6859	A
65925	A
17046	A
17671	B
15338	A
50583	A
57004	A
27028	A
18671	B
61104	A
25029	A
9691	A
51028	B
35045	A
15663	A
47074	A
33952	A
24781	A
6153	B
6047	A
38507	B
9945	A
59703	B
678	A
54043	A
7493	A
3624	A
30579	A
34142	A
65825	A
16933	A
66951	B
60134	A
66829	A
65379	A
32467	B
24725	A
68500	A
58622	A
21482	A
12699	A
60216	A
27090	A
37418	B
67263	A
19180	A
68111	A
16059	A
64421	A
57050	A
3192	A
36612	A
1552	A
823	B
6562	A
11185	A
51661	A
31249	A
5138	A
32110	B
57656	A
2169	A
60691	B
20045	A
50943	A
63966	A
33617	A
22172	A
63854	A
48829	A
10677	A
31104	A
61422	A
66168	A
40948	B
21539	B
24418	A
52191	A
59238	A
53102	A
42610	A
31204	B
27460	B
43171	A
14427	A
40391	A
67464	A
18656	B
27699	B
26630	B
47454	A
19528	A
56270	B
11238	B
2022	B
60094	A
9082	A
17510	A
1724	A
28641	B
60174	A
2472	A
33384	A
40423	A
47430	A
23121	A
67824	A
2680	A
20773	A
19082	A
54261	A
25919	A
18639	A
3202	A
25732	A
44427	A
22591	A
16925	A
40042	B
20859	A
60061	A
34364	A
22790	A
12258	A
28497	A
28095	A
32613	A
65734	A
12478	A
18779	A
10234	A
43090	B
34021	A
54815	A
51839	A
13265	A
15613	A
59343	A
35204	A
47433	A
66940	B
41857	A
27891	A
54044	A
22996	A
66254	B
3306	A
38354	A
53926	A
22298	B
30904	A
39119	A
16762	B
66567	A
14347	A
56247	A
55807	A
48388	A
47217	A
8623	A
32506	A
65930	B
28998	A
29342	A
60806	A
38493	B
60045	A
2285	A
54712	B
4141	A
58135	A
65292	A
49726	A
25404	A
62664	A
3437	A
1789	B
679	A
35044	A
24872	A
40400	A
3466	A
42915	A
42653	A
43049	A
35022	A
55265	A
41858	A
26541	A
21385	A
17031	A
27074	A
58474	A
22574	A
1198	A
58811	A
58075	B
3359	B
61561	A
58162	B
26446	B
50323	A
2016	A
41010	A
29335	A
59096	A
23297	B
4794	A
10309	B
51191	A
23482	A
66413	A
25590	A
30162	A
32260	A
64226	A
20610	A
10773	A
27775	A
7257	A
36891	A
17667	A
49295	A
64909	A
58965	B
793	A
17408	B
14757	A
6890	B
64033	A
8359	A
64581	A
67406	A
15201	A
6867	A
59260	A
54652	A
22948	A
13097	A
7120	B
64069	B
45182	A
30025	A
66505	A
38084	A
2600	A
43034	A
24408	A
34483	A
5866	A
48898	A
49764	A
30896	A
42995	A
58972	A
43150	A
4082	A
56716	A
6504	A
60871	A
18534	A
20655	A
32248	A
42365	A
175	A
51240	A
49300	A
37395	B
21247	A
65842	A
64815	A
18285	A
3250	A
60604	A
63613	A
34194	A
40410	A
25633	A
22865	A
67985	A
14823	A
3873	A
46509	A
67871	B
6170	A
36586	A
59883	A
29312	A
56010	A
68556	A
57496	B
42913	A
56120	A
34131	A
32731	A
27738	A
1638	B
61977	B
25095	A
52769	A
48022	A
55787	A
14979	A
60874	A
2457	A
44321	B
51741	A
66612	A
65223	A
12863	A
37392	A
37934	A
12230	A
59514	A
7432	A
52889	A
62663	A
18913	B
8591	A
33207	B
62085	A
35136	A
35132	A
39197	A
36525	A
51362	A
5303	A
65707	A
6834	B
39069	A
8803	A
38971	B
26427	A
33982	A
67013	A
31164	A
28098	A
33969	A
3926	A
1593	A
20615	A
23453	A
16679	B
893	A
57249	A
66825	A
654	A
44022	B
22504	B
10948	A
16687	A
29326	B
35372	A
60681	A
18433	A
12982	B
61942	A
68736	A
17950	A
31910	A
49016	A
16758	A
6172	B
6309	B
66288	A
8605	A
48198	A
2679	B
7566	A
19519	A
35116	A
58588	A
56126	A
6671	B
39941	A
49678	A
1127	B
12404	A
48405	A
25844	A
30495	A
13318	A
59949	A
57096	B
48729	A
1344	B
22116	B
3788	A
44436	B
60839	B
35067	B
25453	A
39231	A
45945	A
29214	A
62235	B
37334	A
35208	A
36115	A
55126	A
2337	A
49040	A
60251	A
30314	A
4771	A
8014	A
24993	A
59169	B
49045	B
58651	B
20211	B
65089	A
31762	A
28030	A
53976	A
16009	A
18259	A
66399	A
59626	B
35863	A
31974	A
18432	A
68175	A
24089	A
31462	B
49172	A
65805	A
46140	A
8134	B
23173	A
51269	A
23843	A
65599	B
9208	A
66889	B
31873	A
5776	A
20169	A
16754	A
13802	A
9065	A
64332	B
50786	A
23477	A
46998	A
66903	A
38821	A
59715	A
47364	A
52373	A
3102	A
46404	A
27742	A
21996	A
12284	A
37268	A
50753	A
35096	A
57550	A
3542	A
1696	A
9219	A
7335	A
20924	A
41084	A
19736	B
32638	A
41935	A
49667	A
27100	A
49199	A
27158	A
44870	A
9213	A
59840	A
58223	A
7907	A
58830	B
13584	A
17304	A
31319	B
21489	A
25281	A
64210	A
23069	A
61636	A
46665	A
5554	A
33873	A
4701	A
39776	A
47551	A
39583	A
57246	A
3200	A
18021	A
5905	B
19159	A
39300	A
4866	A
58797	A
67323	A
10978	B
6797	A
2537	A
7914	A
34746	A
5603	A
19782	A
12117	A
27932	B
39267	A
7592	B
22252	A
62514	A
67790	A
14029	B
39439	B
26770	A
3342	A
56559	A
4550	A
40655	A
52431	A
36687	A
50878	A
34646	A
7871	A
63909	A
38369	A
12167	A
29715	A
53784	A
60942	A
49333	A
23133	A
37066	A
15023	A
32660	A
16496	A
22498	A
58599	A
20289	B
4526	A
13884	A
41544	A
23501	A
35483	A
23706	A
19183	A
30744	A
52167	A
1441	A
5814	A
31835	B
40994	A
11009	A
17965	B
11042	B
18866	A
31583	B
42288	A
27129	A
57051	A
50958	A
49554	A
56800	A
7599	A
18064	A
5277	A
58493	A
33721	B
12590	A
65650	A
68458	B
47064	A
50748	A
39552	A
17370	A
37008	A
33792	A
40081	B
