9629	B
23138	A
15642	A
2607	A
8592	A
598	B
11611	B
4878	A
21162	A
17274	A
17075	A
24475	A
1829	A
4488	B
11944	A
24057	A
11241	A
6185	A
18597	A
17875	A
22487	A
14868	B
3719	A
2009	A
20149	A
22119	A
14746	B
8888	A
3231	A
8305	A
24718	A
21847	A
6631	A
4493	A
8146	A
18156	A
9944	A
4213	A
10158	A
8725	A
12166	B
10640	A
4379	A
12553	A
5731	A
9735	A
18288	A
16056	A
1834	A
17388	A
10986	A
2851	A
543	A
15415	A
7597	A
9485	A
5360	A
22691	B
18286	A
16498	B
1116	A
18189	A
1838	A
12056	A
1339	A
22839	A
25405	A
3516	A
21853	A
10439	A
14128	A
3431	A
26141	B
25181	A
3827	A
10898	B
18396	A
7109	A
8641	A
6808	A
2457	A
15191	A
6056	A
11979	A
523	A
24489	A
6701	A
17161	B
11902	A
12742	B
18142	A
19159	A
16102	A
14559	A
10794	A
10478	A
8153	A
18388	B
7024	A
22404	A
23864	A
10818	A
14369	A
22075	A
14627	A
10880	B
3983	A
1796	A
12606	A
14648	A
15184	B
3441	A
21389	A
16624	A
12290	A
12504	A
1499	A
19890	A
12720	A
22815	A
23423	A
15248	A
12308	A
25402	B
2630	A
16891	A
24932	A
7650	A
24568	A
9023	A
13008	A
10350	A
25958	A
7355	A
5605	A
11579	B
4748	A
10601	A
12478	A
20435	A
3852	A
4466	A
7877	A
14985	A
15372	B
12644	A
15159	A
25931	A
12017	A
16415	A
22528	A
11233	B
21823	A
15663	A
20255	A
22976	B
4182	A
13404	A
25250	B
9758	A
16213	A
11037	A
25316	A
5849	A
834	A
11379	A
19061	A
15150	A
10555	B
16545	B
19379	A
19444	A
18920	A
25674	B
8628	A
8708	A
205	A
6266	A
25108	A
4036	A
19090	A
18445	A
11030	A
22725	A
20943	B
11427	A
22618	A
20260	B
15800	A
9211	A
22603	A
2409	A
19687	A
25236	A
161	A
14690	A
1653	A
25988	A
17382	A
10148	A
4046	A
23760	A
14781	B
4724	A
9862	A
2133	A
5175	B
21220	A
1727	A
2596	A
24	A
3193	A
12496	A
15999	B
7209	A
15947	B
15259	A
17379	A
21089	A
4775	A
8666	B
140	A
19554	B
10130	B
10026	A
21130	A
6271	A
8458	A
21699	A
8000	A
8156	B
15625	A
15882	A
13012	A
17670	A
17472	A
23095	A
7863	B
1728	A
10251	B
16819	A
15717	A
25849	A
13641	A
624	A
8222	A
10822	A
839	A
17266	A
3451	A
11863	A
6815	A
128	A
25601	A
3006	A
15217	A
15383	A
14371	A
20215	A
24372	B
8299	B
16742	A
19457	A
19340	A
11662	B
2334	A
9829	A
11951	A
4425	A
12051	A
20850	B
25179	B
16174	B
1765	A
16310	A
14431	A
7855	A
17918	A
10354	B
17740	A
5268	A
1520	A
4989	A
8195	A
23856	A
10824	A
19451	A
2339	A
19247	A
18560	A
25589	A
24816	B
6009	B
2512	A
8037	A
20854	A
22917	B
7727	A
15251	A
16347	A
11539	A
21943	A
9188	A
15920	B
2420	B
1511	A
18193	A
24477	A
1101	A
19781	A
17235	A
24129	A
23915	B
25777	A
3186	A
17981	A
25107	B
1606	B
14543	A
735	A
19256	A
12498	A
495	A
16890	A
21289	B
18195	B
2085	A
24149	A
93	B
26065	A
9974	A
4252	A
4273	A
17603	A
23096	B
7023	A
14638	A
12042	A
25545	B
1321	A
267	A
19931	A
5445	A
20879	A
15568	B
339	A
20328	A
17850	A
11284	A
5228	A
13485	A
7807	A
5973	A
19978	A
14886	B
21776	A
1150	A
13659	A
836	A
25496	B
5240	A
17076	B
6675	A
8366	A
21017	A
12032	A
9098	A
16906	A
9130	A
15145	B
6094	A
5060	A
4027	A
16041	A
8869	A
11009	A
7504	B
22376	A
1229	A
19569	B
19784	A
22246	A
7991	A
6226	A
11077	A
14550	A
17979	A
4765	A
13704	B
19957	A
15227	B
11183	A
16006	A
20782	A
15933	A
21864	A
3824	A
8079	A
20383	A
14707	A
11964	B
24097	B
16338	A
18279	A
12704	A
25940	B
5411	A
5211	A
18215	B
